seller_item_name,price,Predicted,Confidence
افيل 6 امبول  س جديد,39.0,338,1.00
زيرتك شراب 100مل  س ج جلاكسو,32.5,557,1.00
افيفاسك160/10قرص,140.0,1402,1.00
بيفاترسين اسبراى,83.0,65,1.00
كيريلا15جم مرهم س.ج,16.0,3957,1.00
سنجيولير  10مجم اقراص,192.0,523,1.00
فنتال مركب سعر 41.5ج ,56.0,198,1.00
جينوزول كريم مهبلى,38.0,1334,1.00
اللير 5 مجم أقراص ,52.0,3832,1.00
اتوريزا  10/10مجم  اقراص,166.0,377,1.00
ازجوفانس 40 كبسول س ق ,47.5,2510,1.00
اميلو   5مجم 30قرص,54.0,3544,1.00
فاست كيور 40مجم14كبسول اكتوبر,58.0,994,1.00
سبكتون  100مجم - 20ق ,41.0,1206,1.00
اليفو 5 مج 20 قرص ,52.0,4213,1.00
نيزابكس شامبو,68.0,565,1.00
هيدروفيرين نقط : جديد 44,44.0,1522,1.00
انافرانيل   25    اقراص 2 شريط,45.0,1348,1.00
فيروترون كبسول س ج,99.0,147,1.00
فيبراميسين 10 كبسولة,42.5,479,1.00
ديبافالي 50 مجم اقراص س.ج,116.0,3198,1.00
دانست 8 مجم 3 امبولة20+1% س.ج,142.5,257,1.00
داونوبرازول40مجم ك س ج,95.0,273,1.00
فليكس سبراى ,76.0,814,1.00
هاى فريش قطرة/جمجوم,75.0,277,1.00
ميتاكارديا ام ار 30قرص,60.0,1574,1.00
ايتوماش 50 مجم 30 ق,39.0,1999,1.00
كروميوم 200مج 20قرص .ض  ,40.0,4115,1.00
ريسباتيو20مجم/20قرص,94.0,2520,1.00
ديلاترول 25 مجم اقراص س ج,52.5,1904,1.00
تلفاست 180 مجم 20 قرص**,105.0,193,1.00
فوليك اسيد /ميباكو,20.0,1601,1.00
بروستريد كبسول ,136.5,573,1.00
كو افازير قطرة,29.0,1738,1.00
اميجراويست 2.5مجم4قرص ,39.0,3098,1.00
سي فيت نقط  س.ج ,19.5,4881,1.00
كوليروز 5مجم 14قرص,58.0,1979,1.00
كولوفرين دى س جديد,105.0,121,1.00
FASTEL 180 MG 20 TAB,54.0,3752,1.00
زوركال 40مجم 14قرص  س.ج,66.0,14,1.00
دانست 4 مجم 3 امبول سعر ,82.5,209,1.00
تكلو 30 قرص,60.0,4582,1.00
شاى رويال ريجيم كبير,45.0,1304,1.00
بريمونيدين قطرة,44.5,1822,1.00
اوبلكس 125مل شراب,31.0,101,1.00
اكسامايد 10مجم اقراص هام ,88.5,449,1.00
بيتاسيرك 16 مجم 60 قرص س جديد,219.0,372,1.00
دوروفين كبسول,153.0,87,1.00
كوليروز 20 مجم 21 قرص القديم,132.0,614,1.00
سيلجون اقراص س ج 18,18.0,1059,1.00
افيفافاسك10\160م اقراص,140.0,1402,1.00
ارث فرى 20 مجم 3 شريط,261.0,366,1.00
اولفن 6 امبوله كبيررر/المهن,39.0,1182,1.00
فاستر جيل,32.0,8299,1.00
ترنتال400 اس ار  30 ق,56.0,360,1.00
جليكودال اقراص 37.5جنيه,57.0,1517,1.00
كيتولاك اقراص,38.0,744,1.00
اميجراويست اقراص,39.0,3098,1.00
تاروليمس مرهم,129.0,1022,1.00
افيفافاسك160/10اقراص سعر قديم,140.0,1402,1.00
اوكتاترون 3شريط كبسول*س ج ,114.0,232,1.00
جليكودال,57.0,1517,1.00
يوريبان شراب,28.0,3381,1.00
ديكساميثازون 3امبول العامرية س ق,36.0,58,1.00
هيموجيت 50مجم شراب س/ج 37.5,37.5,1854,1.00
بروتوفكس 40سعر جديد,80.0,247,1.00
اولابكس 10م/اقراص/غالى,234.0,476,1.00
ستروبانتين كريم  50ج,50.0,4368,1.00
بران ميباكو 60كبسول,30.0,3598,1.00
ديبافالى 50 م  اقراص ,116.0,3198,1.00
ميلوكين كريم تفتيح,40.5,1466,1.00
فيروترون كبسول سعر جديد,99.0,147,1.00
بيوتين فورت كبسول 78جنيه,78.0,2128,1.00
لوسترال سعر92,101.0,483,1.00
دوفاستون 10 مجم 60 ق قديييم,386.0,52,1.00
الزاميندا20مجم اقراص,66.0,4093,1.00
نيورونتين 300مجم ك/فايزر,80.0,421,1.00
ستيرونات نور   سعر جديد 24ج,56.0,812,1.00
اتورستات 40مج 14قرص,76.0,2696,1.00
كارنفيتا ادفانس سيدات 30 كيس,350.0,5215,1.00
ابل لايت اقراص  16.50ج,21.0,3797,1.00
دولسيل 4 مجم 3 شريط 30ج,51.0,3132,1.00
ميليتوفكس ميت5/1000,163.5,3586,1.00
ميكروسيرك16مجم س ج,29.0,4743,1.00
فلكسوفان اقراص,20.0,3790,1.00
التيازيم 40 قرص,46.0,2006,1.00
رجكور 10 مجم اقراص,16.0,3475,1.00
سويتال 50 كيس س ع,85.0,670,1.00
كرستوليب 10 مجم 30 قرص,108.0,1055,1.00
نانازوكسيد شراب 39جنيه,39.0,918,1.00
دانست 8مجم 3 امبول 113.5 ج,142.5,257,1.00
كارباميد كريم ممفيس,35.0,1221,1.00
زيرتيك شراب 27 جديد,32.5,557,1.00
بريموندين قطره س جديد,44.5,1822,1.00
سويتال 75  كيس جديد,85.0,1844,1.00
ماكسيكال شراب س ج,48.0,3480,1.00
لاسيكس 20مجم 3 امبول,24.0,1084,1.00
تريتاس  كومب 2 شريط,89.0,1505,1.00
لارى برو اقراص/اكتوبر فارما س ج,44.0,980,1.00
اكستنشن 300مجم 28 قرص**,102.0,2341,1.00
فوميبريك 10/10 م,66.0,1092,1.00
الير 5مجم  اقراص,52.0,3832,1.00
بروتوفكس 40 مجم اقراص,80.0,247,1.00
دولسيل4مم 3ش ق,51.0,3132,1.00
داونوبرازول 20 مل 14 ق,74.0,1701,1.00
بكتيكلور 125 شراب,73.0,3343,1.00
بلنديل 10مجم,112.5,2953,1.00
كاندلكان 32 بلس س ج,102.0,1611,1.00
برافوتين 14كيس .ض #,150.0,71,1.00
ميوكوستا اقراص اتسوكا,79.0,320,1.00
تريتاس بروتكت 2شريط,101.0,2250,1.00
تيراتام اكس ار 500 اقراص ,148.0,1218,1.00
DUSPATALIN CAPS RETARD 200 MG 30,138.0,1091,1.00
زيثروماكس 600شراب,61.0,668,1.00
فينتال مركب بخاخ 200جرعة س ج/العربية,56.0,198,1.00
دابوكستارد60 مل 3 قرص,39.0,1079,1.00
جابيماش 300 مجم 30 قرص ,85.5,334,1.00
ديورجوى 60 مجم اقراص,59.5,660,1.00
باوريكتا 10 مجم 6 قرص للتفتيت بالفم,45.0,860,1.00
كالدين سى 30قرص جديد**,73.0,1413,1.00
كلوبكس 75مجم 30قرص,150.0,343,1.00
جاتيستار قطرة,45.0,2488,1.00
بليتال 100مجم 20قرص س ج ##,144.0,992,1.00
انافرانيل 75 مجم اس ار /شريطين س ج,75.0,279,1.00
ستاركوبريكس 5 مجم 30 قرص,252.0,234,1.00
ايزيس نعناع 12 فلتر,17.5,8931,1.00
فاست كيور 40 مجم 14 كبسول,58.0,994,1.00
ديبرام20مجم14قرص,84.0,1969,1.00
بكتيكلور 125مجم شراب صغير,73.0,3343,1.00
فيرسيرك 16مجم 30قرص,87.0,1383,1.00
دولسيل 1مجم 3شريط,27.0,4750,1.00
ابيكسيدون 1مجم اقراص**,54.0,2226,1.00
تلفاست120 م اقراص,76.0,313,1.00
نيورنتين 300,80.0,421,1.00
ليفوهيستام اقراص  يوتوبيا,117.0,1072,1.00
ديكساميثازون  امبول المهن 65ج,65.0,90,1.00
نورجيسيك أقراص,26.0,1028,1.00
دوكسيرازول 30 مجم,44.25,2629,1.00
اكس تنشن 300 بلس اقراص,108.0,1494,1.00
لارى برو 20قرص س ج**,44.0,980,1.00
جابتين 100 مجم 3شريط س ج,81.0,645,1.00
ليفوهيستام5مج اقراص,117.0,1072,1.00
بيفاتراسين بخاخه 150مل,83.0,65,1.00
اديمكس اقراص,18.0,3683,1.00
ابل لايت  كبسول.,21.0,3797,1.00
اميبريد 50 مجم اقراص س.ج,81.0,533,1.00
ادويفلام  6 امبول قديم,72.0,1675,1.00
كلوبكس اقراص  ,150.0,343,1.00
سايميدل شراب,50.0,1279,1.00
كونفنتين 300مجم 3شريط,114.0,36,1.00
بليجكا قطرة عين,27.0,487,1.00
ريكوكسيبرايت 60مجم اقراص,188.0,788,1.00
اريك 100مجم 12قرص س.ج,100.5,26,1.00
فيبراميسين كبسول ,42.5,479,1.00
بيتاديرم مرهم ,11.5,2247,1.00
ديبافلى 50مجم اقراص,116.0,3198,1.00
فيروترون3شريط/88.5جنيه,99.0,147,1.00
اتاكاند  16مجم اقراص عادة جديد,116.0,843,1.00
بيرفكت كير 120 مل,100.0,2635,1.00
نيرهاسيلدا 75 مجم 8 فيلم سريع الذوبان بالفم,64.0,1861,1.00
بروتوفكس 20 مجم قرص س جديد,62.0,2041,1.00
تيراتام 500اكس ار اقراص,148.0,1218,1.00
دانتريلاكس 25مج 30كبسوله #,147.0,1067,1.00
ايمباكوزا 25 مجم 30 قرص,240.0,1471,1.00
جليبتس بلس 50/850,192.0,481,1.00
كالدين سى اقراص س جديييييد,73.0,1413,1.00
ابيكوتيل 20مجر اقراص,28.5,2155,1.00
بلوكاتينس160/10,160.0,1328,1.00
بولى فريش اكسترا محلول,150.0,9390,1.00
ابيكسيدون 1 مجم 20قرص س.ج,54.0,2226,1.00
يوريكنترول 2مجم 10قرص,18.0,3501,1.00
تريتاس كومب 2شريط,89.0,1505,1.00
ديبروساليك مرهم س ج,13.0,2610,1.00
الكابرس بلاس 160 10 قرص س ج,76.0,3373,1.00
ميلوكين كريم,40.5,1466,1.00
دلتافيت اقراص الدلتا جديد,75.0,294,1.00
اوتريفين كبار,16.0,164,1.00
بانادول كولد اند فلو 24ق,76.0,166,1.00
ليفوهستام اقراص/يوتوبيا,117.0,1072,1.00
نورمو-تيرز قطره,17.5,1017,1.00
ماكسيكال شراب كالسيوم )سعر جدديد,48.0,3480,1.00
اتورستات 40مجم 14قرص,76.0,2696,1.00
تيراتام 500  اكس ار 20 قرص,148.0,1218,1.00
كريستوليب 10 مجم اقراص,108.0,1055,1.00
دانتريلاكس مركب كبسول,153.0,924,1.00
دولسيل6مم3شريط,66.0,2450,1.00
اندرال 10 اقراص/ جديد,40.0,1036,1.00
كانزارتان 300مجم عادي 30قرص,109.5,4887,1.00
دولسيل 3مج 30قرص,40.5,2793,1.00
اللير 5مجم ــ اقراص,52.0,3832,1.00
سولو فريش قطرة س0ج ,48.0,299,1.00
دورميفال كبسول,30.0,3329,1.00
ال كارنتين شراب ,70.0,1191,1.00
اكوابلس ش س.ج,45.0,1337,1.00
انتوكس اقراص,60.0,2599,1.00
نيورونتين 300 - 20ك,80.0,421,1.00
ايراستابكس كو 5\40مجم,108.0,1269,1.00
نوستامين قطرة,15.0,1303,1.00
دانتريلاكس كومباوند كبسول,153.0,924,1.00
برونكوبرو نقط ,19.5,3181,1.00
ادويفلام 6 امبول 36 ج,72.0,1675,1.00
يوريبان 3 شريييط سعر ج,36.0,1408,1.00
ديبافالى 50مجم اقراص,116.0,3198,1.00
فاست كيور 40 مجم,58.0,994,1.00
جليبتس50مجم اقراص عادى,151.5,925,1.00
بريستافلام أقـراص,70.0,596,1.00
فيدروب نقط س ج ج ج ج ,26.0,130,1.00
دينيستين 30كبسولة س ج,96.0,3369,1.00
اكساميد 10 مجم 30ق**,88.5,449,1.00
ريكوكسيبريت 90مجم اقراص,297.0,132,1.00
كيريلا مرهم,16.0,3957,1.00
تافنيك 500مجم 5قرص,134.0,73,1.00
كانزارتان 300 مجم اقراص,109.5,4887,1.00
سى فيت نقط)سعر,19.5,4881,1.00
CYMBATEX 30 MG 30 CAP,228.0,268,1.00
تكلو اقراص 60جنيه,60.0,4582,1.00
موزابريد5محم 30قرص,91.5,1312,1.00
ايمباكوزا 25 مجم اقراص,240.0,1471,1.00
ناتريليكس اس ار اقراص /29 جنيه س ج,55.0,454,1.00
تريتاس 5مجم شريطين57ج,57.0,854,1.00
اوتريفين نقط أطفال,24.0,513,1.00
ميتاكارديا ام ار 30قرص,60.0,1574,1.00
انتوكس      اقراص سعر جديد,60.0,2599,1.00
كريستوليب10مجم 30ق/جلوبال,108.0,1055,1.00
نيوروباتكس 600-- 20 ك /س ج,134.0,712,1.00
ابيكسيدون شراب سعر جديد ,60.0,2482,1.00
انكونت 4 مجم أقراص,91.5,2078,1.00
اوكاربون 30قرص جديد ,84.0,250,1.00
بلافكس اقراص سعر جديد,311.0,5,1.00
رومانتجرا اقراص ,37.5,1534,1.00
موبيتيل امبول/ س ج,39.0,1484,1.00
برادبيكت 7.5 مجم 28قرص كبير,176.0,2414,1.00
اتاكاند 4مجم,39.75,2064,1.00
*اولفنت شراب 22ج,34.0,169,1.00
فيلداجلوز بلس 30 قرص,147.0,9,1.00
اندرال 40 مجم اقراص,55.0,1457,1.00
سبازموديجستين اقراص س.ج ,78.0,106,1.00
اوكيوجارد 30كبسوله,120.0,1795,1.00
بليجيكا 1%قطرة,27.0,487,1.00
بيبرا ك,103.0,291,1.00
ماء غريب  بامبينو شراب .ض #,75.0,2279,1.00
موبيتيل 15 مجم 10قرص س.ج,23.5,1323,1.00
جراليبنتين300ممتد المفعول,135.0,2285,1.00
ابيمول 20قرص,13.0,1771,1.00
ابيكسيدون 3مجم اقراص  سعر ج,126.0,Unknown,0.54
فلاكسوبرايد قرص,52.5,1423,1.00
موزابريد 5مجم 3شريط  س ج,91.5,1312,1.00
بيتولفيكس  امبولات/27ج,64.0,117,1.00
فياجرا 50مجم اقراص ,78.0,383,1.00
ميليتوفيكس5/1000 س163.5,163.5,3586,1.00
رجكور 10مجم 10قرص,16.0,3475,1.00
ماريفان 3مجم س ج ,36.0,2375,1.00
تورسيريتك 20مج 30ق س ج/يوتوبيا,123.0,990,1.00
فاستل 120مجم 20قرص,42.0,4384,1.00
جابتن100 مجم /3 شريط,81.0,645,1.00
دوفالاك شراب,87.0,369,1.00
نيورونتين 300مجم 20كبسولة,80.0,421,1.00
كتافاست أكياس   *,72.0,46,1.00
فورموهال  كيما فارم س/ج,151.0,1746,1.00
كوليروز 20مجم اقراص سعر 79.5,132.0,614,1.00
ايزوجاست 20 مجم 14 ك,122.0,4762,1.00
اتورستات 10مجم 14قرص,40.0,3689,1.00
زيرتيك شراب,32.5,557,1.00
فلدين 3 امبول,31.5,1649,1.00
نورفاسك 5 مجم 3 شريط**,123.0,500,1.00
سيلدافا 100مجم 3شريط جديدددد,91.5,179,1.00
ديور جوى ,59.5,660,1.00
اندرال 10مجم,40.0,1036,1.00
تريتاس بروتكت 10 مجم 20 ق,101.0,2250,1.00
سينوبريل كو(20/12.5) 30ق/جلوبال,105.0,1420,1.00
اتورستات10مل,40.0,3689,1.00
ال كارنتين بلاس سعرجديدكبسول,116.0,1452,1.00
ديبروساليك مرهم س قديم,13.0,2610,1.00
بيبون بلس كبسول,100.0,514,1.00
دابوكستارد60مجم 3ق س ج/ايه يو جى,39.0,1079,1.00
ديكلاك 150مجم اقراص س جديد,132.0,1324,1.00
جاتيستار قطرة,45.0,2488,1.00
اوندالينز4مجم لزقه بديل دانست,160.0,1051,1.00
باى بروفينيد 20قرص #,37.0,230,1.00
تلفاست 120 مجم س.ج,76.0,313,1.00
فياجرا 50مجم   فايزر قديم,78.0,383,1.00
فاستافلام50مجم اقراص,36.0,642,1.00
سويتال 75 كيس,85.0,1844,1.00
زيستريل 20مجم اقراص,52.0,2374,1.00
ايمباكوزا 25مجم 30قرص س ق,240.0,1471,1.00
سيتال شراب س ج,31.0,249,1.00
اجركس جديد 33 ج,33.0,504,1.00
دولكسيبرين60مجم اقراص,162.0,2004,1.00
تادالونج 20 مجم س ج,84.0,491,1.00
نورموتيرز قطرة,17.5,1017,1.00
شاى رويال ريجيم صغير,25.0,2097,1.00
فنتال مركب اسبراى,56.0,198,1.00
فوارفروت س ج 12ج,24.0,Unknown,0.42
زيرتك نقط(س ج,27.5,900,1.00
تادانيرفى 20 مجم 4 شريط 26 قطعة,90.0,1885,1.00
اوكاربون سعر جديددد,84.0,250,1.00
توينزول نقط 71ج,71.0,890,1.00
نورمو تيرز قطرة,17.5,1017,1.00
ماكسيكال دى 120مل شراب س.ج .ض. ,48.0,3480,1.00
فيدروب نقط فيتامين د 3 15 ملى,26.0,130,1.00
ادويفلام 6 امبول,72.0,1675,1.00
برافاماكس 200 م كيمافارم قديم,122.0,701,1.00
ميتاكارديا ام ار 35مجم 30قرص,60.0,1574,1.00
اوبلكس ان 125 مل شراب جديد 15,31.0,101,1.00
توسيستوب شراب سعر جديد ,32.5,1720,1.00
داونوبرازول 20 مجم / اقراص,74.0,1701,1.00
برونتوجيست امبول,240.0,543,1.00
سالبوفنت* شراب01,16.5,3114,1.00
نوفيستوريك 10 مجم 14 قرص,38.0,2620,1.00
سويتال 75كيس ,85.0,1844,1.00
فوربيودس كبسول172.5,334.0,370,1.00
فيرسيرك 16 3 شريط سعر جديد,87.0,1383,1.00
فيرسيرك 16 مجم  اقراص سعر 40.5 ,87.0,1383,1.00
يوريكنترول اقراص  18 ج جديد,18.0,3501,1.00
ايزوجاست 20 مجم 14 قرص,122.0,4762,1.00
APEXIDONE 1 MG 20 TAB,54.0,2226,1.00
لوبريكف شراب 100 ملل,28.5,2282,1.00
تادانيرفي 20مجم  لزقه,90.0,1885,1.00
اكستنشن300مجم عادى 28 قرص ,102.0,2341,1.00
بيبون بلس20ك س ج/ميباكو,100.0,514,1.00
شوجارلو بلس1000/50م س/ج#,136.5,1469,1.00
سينوبريل كو 30قرص جديدددد,105.0,1420,1.00
دوليبران 15 قرص افنتس  28.5  ج,48.0,184,1.00
اوتريفين بيبى سالين نقط,13.0,762,1.00
برونشيكم شراب,49.0,160,1.00
ميلجا40قرص 4شريط س ج,108.0,4,1.00
كولوفيرين-د-اقراص ,105.0,121,1.00
تارجو 750مجم10قرص,188.0,821,1.00
رينكس  نقط  للكبار جديد,18.0,4305,1.00
لاسيكس 20 امبول,24.0,1084,1.00
امريزول 500 مج اقراص/العامرية,25.0,526,1.00
فوار فواكة 6 كيس سعر جديد,24.0,94,1.00
ناتريليكس اس ار 30قرص ,55.0,454,1.00
فيلدافورمين 1000/50 مجم 30 قرص 138 ج جديد,138.0,1003,1.00
املوديبين 5 اقراص ,43.5,6833,1.00
اوميجا 3 بلس 30كبسولة 75ج,135.0,34,1.00
ال كارنيتين شراب/ س ج,70.0,1191,1.00
فنتال بخاخه س ج,50.0,796,1.00
باى بروفينيد س ج,37.0,230,1.00
ال كارنتين  شراب ,70.0,1191,1.00
ديلاترول 6.25 اقراص,31.5,2856,1.00
دولفين 12.5مجم 10قماع,36.0,692,1.00
توسيفان شراب سعر جديد,34.0,1754,1.00
برافاماكس اقراص,122.0,701,1.00
اوليفينت شراب 120مللى,34.0,169,1.00
فورتيموكس قطرة سعر جديد33ج,44.0,1243,1.00
ديبرام 20مجم اقرا ص,84.0,1969,1.00
اليفو 2شريط,52.0,4213,1.00
دايجست ايز كبسولات,94.0,1955,1.00
كلوبكس 75مج 30قرص ,150.0,343,1.00
نورجيسيك اقراص / س ج,26.0,1028,1.00
فيدروب نقط,26.0,130,1.00
اماجلوست 2/30 اقراص 67.5 ج,67.5,2956,1.00
دانتريلاكس 25مجم 30كبسول س جديد,147.0,1067,1.00
ديبرام 20مجم اقراص,84.0,1969,1.00
اريك ق,100.5,26,1.00
لوبريكف شراب,28.5,2282,1.00
نوفيستوريك 10مجم اقراص س.ج,38.0,2620,1.00
باوريكتا 10 مل  اقراص استحلاب 6 قرص جديد,45.0,860,1.00
ازجوفانس 40مجم 7كبسول,47.5,2510,1.00
سالبوفنت شراب,16.5,3114,1.00
جليبتس 50 مجم عادة,151.5,925,1.00
اريكتاليس 20مجم اقراص( سياليس),50.0,1579,1.00
ادويفلام امبول 2درج*112,72.0,1675,1.00
